"Row","Paper","Cohort","Title","Aim","Year","DOI","Country","Condition","Male_age","Data_from","Trait_description","Trait","Broad_trait","Dura_min","Dura_max","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","sd_1","sd_2","sd_3","sd_4","sd_5","sd_6","sd_7","sd_8","sd_9","sd_10","sd_11","sd_12","sd_13","sd_14","sd_15","sd_16","sd_17","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17","n_1","n_2","n_3","n_4","n_5","n_6","n_7","n_8","n_9","n_10","n_11","n_12","n_13","n_14","n_15","n_16","n_17","Nsamples_1","Nsamples_2","Nsamples_3","Nsamples_4","N_unique_males","N_total","N_test","Test_stat","Value","SE_beta","CI_low_OR","CI_high_OR","Calculation","Multiplier","Sampling","Study_type","Comments","count_data_columns","AgeAs","corr","N_effective","Zrtemp","ZrFinal","VZr"
"RH117","H36","H36B","Impacts of Abstinence Time on Semen Parameters in a Large Population-based Cohort of Subfertile Men","Abstinence",2017,"https://doi.org/10.1016/j.urology.2017.06.045","USA","Infertile",33.5,"table 2","% vitality","Viability","Viability",2,7,2,3.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,38,32.9,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3,17.2,17.1,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854352141928364,0.470747274293417,1.3824530627071,1.74754343178561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1335,153,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,1939,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",4,"Groups04",-0.0690320561057591,1939,-0.0691420264005586,-0.0691420264005586,0.000516528925619835
"RH118","H36","H36B","Impacts of Abstinence Time on Semen Parameters in a Large Population-based Cohort of Subfertile Men","Abstinence",2017,"https://doi.org/10.1016/j.urology.2017.06.045","USA","Infertile",33.5,"table 2","% normal head morphlology sperm","Morphology","Morphology",2,7,2,3.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,19.9,16.9,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,13.7,12.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702350840603685,0.374955677780222,0.978227020979876,1.41518854598589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1335,153,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,1939,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",4,"Groups04",-0.0311492303291014,1939,-0.0311593106332979,-0.0311593106332979,0.000516528925619835
"RH119","H36","H36B","Impacts of Abstinence Time on Semen Parameters in a Large Population-based Cohort of Subfertile Men","Abstinence",2017,"https://doi.org/10.1016/j.urology.2017.06.045","USA","Infertile",33.5,"table 2","% normal tail morphlology sperm","Morphology","Morphology",2,7,2,3.5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.2,61.1,59.9,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,15.8,16.8,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870076414479192,0.432430635688139,1.35819950020346,1.86547581061776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,1335,153,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,1939,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",4,"Groups04",-0.063772548049846,1939,-0.0638592126212245,-0.0638592126212245,0.000516528925619835
"RH120","H37","H37A","Impact of ejaculatory abstinence period and semen characteristic on the reproductive outcomes after intracytoplasmic sperm injection","Abstinence",2022,"10.5935/1518-0557.20210124","Iran","Infertile",37,"table 2","% total motility","Motility","Sperm performance",1,10,1,2,3,4,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,54,51,48,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,20,19,20,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95918177149643,1.53392997769474,0.9596449173246,1.25738922692386,1.98029508595335,2.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,170,392,253,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,1003,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",6,"Groups06",-0.0230520396626311,1003,-0.023056124223005,-0.023056124223005,0.001
"RH121","H37","H37A","Impact of ejaculatory abstinence period and semen characteristic on the reproductive outcomes after intracytoplasmic sperm injection","Abstinence",2022,"10.5935/1518-0557.20210124","Iran","Infertile",37,"table 2","% progressive","Motility","Sperm performance",1,10,1,2,3,4,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,43,42,40,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,19,19,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4523787334125,1.45723347881,0.9596449173246,1.19451976557767,1.98029508595335,2.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,170,392,253,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,1003,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",6,"Groups06",0.00577122304315702,1003,0.00577128711850914,0.00577128711850914,0.001
"RH122","H37","H37A","Impact of ejaculatory abstinence period and semen characteristic on the reproductive outcomes after intracytoplasmic sperm injection","Abstinence",2022,"10.5935/1518-0557.20210124","Iran","Infertile",37,"table 2","% normal","Morphology","Morphology",1,10,1,2,3,4,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2.1,2.3,2.2,2.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2,2,1.9,2.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378117670802322,0.153392997769474,0.101015254455221,0.119451976557767,0.217832459454868,0.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,170,392,253,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,1003,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",6,"Groups06",0.0505769254566256,1003,0.0506201174542329,0.0506201174542329,0.001
"RH123","H37","H37A","Impact of ejaculatory abstinence period and semen characteristic on the reproductive outcomes after intracytoplasmic sperm injection","Abstinence",2022,"10.5935/1518-0557.20210124","Iran","Infertile",37,"table 2","% embryos fertilised after controlling for sperm number","Fertilization rate","Fertilisation and post-fertilisation",1,10,1,2,3,4,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,72,73,68,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,27,32,29,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26076759377143,2.30089496654211,1.36370593514548,2.01182276307818,2.87142787463236,4.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,170,392,253,102,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003,1003,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","procedure is ICSI, so only one sperm is used and sperm number is controlled for",6,"Groups06",-0.0431164904855189,1003,-0.0431432386355392,-0.0431432386355392,0.001
"RH127","H39","H39A","High percentage of abnormal semen parameters in a prevasectomy population","Other",2006,"https://doi.org/10.1016/j.fertnstert.2005.09.032","Brazil","Healthy",34.21,"table 3","% progressive","Motility","Sperm performance",2,7,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,61.4,61.6,58.7,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,15.3,13.5,15.6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34721935853075,0.859333613141648,1.04154761224412,1.17924915578879,1.80014064148164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,317,168,175,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,889,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",5,"Groups05",0.00162772847813313,889,0.00162772991569096,0.00162772991569096,0.00112866817155756
"RH128","H39","H39A","High percentage of abnormal semen parameters in a prevasectomy population","Other",2006,"https://doi.org/10.1016/j.fertnstert.2005.09.032","Brazil","Healthy",34.21,"table 3","% normal morphlology sperm","Morphology","Morphology",2,7,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,17.7,18.4,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,9.3,9.2,8.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996125828731826,0.522340039360609,0.709795409825623,0.66521747249624,1.02382998984268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,317,168,175,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,889,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",5,"Groups05",0.0286768814482706,889,0.0286847462697627,0.0286847462697627,0.00112866817155756
"RH129","H39","H39A","High percentage of abnormal semen parameters in a prevasectomy population","Other",2006,"https://doi.org/10.1016/j.fertnstert.2005.09.032","Brazil","Healthy",34.21,"table 4","VCL","Velocity","Sperm performance",2,7,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.09,73.21,73.85,70.2,60.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,15.9,16.1,17.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42070405081424,0.893032970519751,1.24214196719484,1.3228756555323,2.04765997968536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,317,168,175,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,889,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",5,"Groups05",-0.133015068615665,889,-0.133807982119324,-0.133807982119324,0.00112866817155756
"RH130","H39","H39A","High percentage of abnormal semen parameters in a prevasectomy population","Other",2006,"https://doi.org/10.1016/j.fertnstert.2005.09.032","Brazil","Healthy",34.21,"table 4","VSL","Velocity","Sperm performance",2,7,2,3,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4,40.6,41.3,39.7,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,6.4,5.9,6.2,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579712572458685,0.359459812033108,0.455194882388171,0.468675946531442,0.798812409657477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,317,168,175,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,889,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",5,"Groups05",-0.0161995168682559,889,-0.0162009341406293,-0.0162009341406293,0.00112866817155756
"RH137","H41","H41A","Impact of the sexual abstinence period on the production of seminal reactive oxygen species in patients undergoing intrauterine insemination: A randomized trial","Abstinence",2020,"https://doi.org/10.1111/jog.14308","Turkey","Infertile",31.8,"table 2","Total motility","Motility","Sperm performance",0,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,69,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,12.4,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6290682760248,2.26391990435469,3.03073148486192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Prospective","IUI pregnancy results not included because IUI does not control for sperm number",3,"Groups03",0.00350948733917035,90,0.0035095017474787,0.0035095017474787,0.0114942528735632
"RH138","H41","H41A","Impact of the sexual abstinence period on the production of seminal reactive oxygen species in patients undergoing intrauterine insemination: A randomized trial","Abstinence",2020,"https://doi.org/10.1111/jog.14308","Turkey","Infertile",31.8,"table 2","% normal morphlology sperm","Morphology","Morphology",0,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383405790253616,0.3286335345031,0.3286335345031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Prospective","IUI pregnancy results not included because IUI does not control for sperm number",3,"Groups03",-0.196146114099229,90,-0.198721288659379,-0.198721288659379,0.0114942528735632
"RH169","H49","H49A","Influence of abstinence and ejaculation-to-analysis delay on semen analysis parameters of suspected infertile men","Abstinence",1982,"https://doi.org/10.3109/01485018208990205","UK","Infertile",NA,"table 1","% total motility","Motility","Sperm performance",1,7,1,2,3,4,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,51,52.3,50.6,51,50,48.4,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,17.8,14.1,15.8,14.1,13.4,17.2,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48219071475315,2.09775011752009,0.893551193239514,0.801091799970162,0.77735816345216,1.12450302011756,1.67854812547148,1.5115080180236,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,72,249,389,329,142,105,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.0670465866196903,1440,-0.0671473220639966,-0.0671473220639966,0.00069589422407794
"RH170","H49","H49A","Influence of abstinence and ejaculation-to-analysis delay on semen analysis parameters of suspected infertile men","Abstinence",1982,"https://doi.org/10.3109/01485018208990205","UK","Infertile",NA,"table 1","% viable","Viability","Viability",1,7,1,2,3,4,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8,80.1,78.9,78.8,78.2,75.4,75.3,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,9.1,11.7,10.6,10.6,11.4,15.5,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46482322781408,1.5381807436059,1.07707230294104,0.714651854211037,0.835397030613447,1.29915057163987,2.01792812020277,1.64962650488946,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,35,118,220,161,77,59,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,749,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.16637677134714,749,-0.16793795507645,-0.16793795507645,0.00134048257372654
"RH171","H49","H49A","Influence of abstinence and ejaculation-to-analysis delay on semen analysis parameters of suspected infertile men","Abstinence",1982,"https://doi.org/10.3109/01485018208990205","UK","Infertile",NA,"table 1","% normal morphlology sperm","Morphology","Morphology",1,7,1,2,3,4,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,53.6,54.7,54.2,55.2,54.5,53.5,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,15,11.3,11.5,10.4,12,12,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07417989148054,1.78017248729078,0.738704109020493,0.598666087239657,0.58878405775519,1.02522918926011,1.21841539816034,1.18601827315699,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,71,234,369,312,137,97,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,1360,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.0320619971964764,1360,-0.0320729902524756,-0.0320729902524756,0.000736919675755343
"RH198","H55","H55A","Optimum Abstinence Time for Cryopreservation of Semen in Cancer Patients","Abstinence",1995,"https://doi.org/10.1016/S0022-5347(01)67235-5","India","Other problems",NA,"table 1","% total motility","Motility","Sperm performance",1,3,1.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.33,44.33,43.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.71,19.05,16.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12189567590519,2.61671874322253,3.16195497426185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",3,"Groups03",0.0187290483154276,95,0.0187312386844711,0.0187312386844711,0.0108695652173913
"RH199","H55","H55A","Optimum Abstinence Time for Cryopreservation of Semen in Cancer Patients","Abstinence",1995,"https://doi.org/10.1016/S0022-5347(01)67235-5","India","Other problems",NA,"table 1","velocity","Velocity","Sperm performance",1,3,1.5,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.73,44,41.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,9.906,10.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75085957134776,1.36069374647571,2.10732848254213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",3,"Groups03",-0.148858295608897,95,-0.149972655965971,-0.149972655965971,0.0108695652173913
"RH2","H1","H1A","Influence of the abstinence period on human sperm quality: analysis of 2,458 semen samples","Abstinence",2017,"10.5935/1518-0557.20170052","Brazil","Infertile",37.7,"table 1","Total motility","Motility","Sperm performance",0,5,1,3.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5,63.1,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,16.2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998687663476589,0.368562761706565,0.96469596136417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,1932,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2458,2458,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Prospective","",3,"Groups03",-0.0830237852509008,2458,-0.0832153376640102,-0.0832153376640102,0.000407331975560081
"RH200","H56","H56A","Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples","Abstinence",2006,"https://doi.org/10.1111/j.1439-0272.2006.00715.x","Israel","Infertile",30.3,"table 1","% normal morphlology sperm","Morphology","Morphology",0,14,0,1,2,3,4,5,8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,6.1,5.6,5,4.9,4.2,5.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,3.6,3.6,3.4,2.9,3.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.782623792124926,0.625543242171224,0.41569219381653,0.282842712474619,0.304105244939971,0.394640014115068,0.453289861030674,0.734846922834954,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,75,162,125,54,53,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,536,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.0435700085550331,266.761864762705,-0.0435976103124708,-0.0435976103124708,0.0037912986431896
"RH201","H56","H56B","Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples","Abstinence",2006,"https://doi.org/10.1111/j.1439-0272.2006.00715.x","Israel","Infertile",31.9,"table 1","% normal morphlology sperm","Morphology","Morphology",0,14,0,1,2,3,4,5,8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,7.3,7.3,6.9,6.5,5.8,6.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3.2,3.5,3.3,3.2,3.4,3.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771503332011177,0.533333333333333,0.324966841809841,0.178705019154381,0.173544366254925,0.300520382004283,0.233512958712771,0.388057000058133,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,36,116,341,340,128,212,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,1264,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.0625922868108123,824.914875322442,-0.0626742207336322,-0.0626742207336322,0.00121667100818402
"RH202","H56","H56A","Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples","Abstinence",2006,"https://doi.org/10.1111/j.1439-0272.2006.00715.x","Israel","Infertile",30.3,"table 1","% normal acrosomes","Morphology","Morphology",0,14,0,1,2,3,4,5,8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,8.7,8,7.8,7,6.8,7.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,3.5,3.8,3.6,4.1,3.7,3.1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804984471899924,0.729800449199762,0.438786204584115,0.282842712474619,0.366715148309965,0.503506224905431,0.425817748240936,0.918558653543692,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,75,162,125,54,53,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,536,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.0507052848926873,266.761864762705,-0.0507488069173724,-0.0507488069173724,0.0037912986431896
"RH203","H56","H56B","Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples","Abstinence",2006,"https://doi.org/10.1111/j.1439-0272.2006.00715.x","Israel","Infertile",31.9,"table 1","% normal acrosomes","Morphology","Morphology",0,14,0,1,2,3,4,5,8,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,9.8,10.2,9.6,9.3,8.5,9.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,3.5,3.6,3.9,4,4,4.2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02172062887967,0.583333333333333,0.334251608718693,0.211196840818814,0.216930457818656,0.353553390593274,0.288457184292247,0.594212281339016,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,36,116,341,340,128,212,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,1264,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","",8,"Groups08",-0.0394902076661327,824.914875322442,-0.0395107549122956,-0.0395107549122956,0.00121667100818402
"RH206","H58","H58A","Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes","Abstinence",2018,"https://doi.org/10.1111/andr.12572","Brazil","Infertile",38.17,"table 7","% total motility","Motility","Sperm performance",1,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,60.5,59.1,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.3,1.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736381738309777,0.225533555408912,0.13270175619622,0.216400712320184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,104,205,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,463,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective",4,"Groups04",0.213573251132531,463,0.216912402141645,0.216912402141645,0.00217391304347826
"RH207","H58","H58A","Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes","Abstinence",2018,"https://doi.org/10.1111/andr.12572","Brazil","Infertile",38.17,"table 7","% progressive","Motility","Sperm performance",1,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,50.7,49.1,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2.5,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772302798715132,0.24514516892273,0.139686059153916,0.225417408666858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,104,205,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,463,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective",4,"Groups04",0.217194666399041,463,0.220709993581225,0.220709993581225,0.00217391304347826
"RH208","H58","H58A","Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes","Abstinence",2018,"https://doi.org/10.1111/andr.12572","Brazil","Infertile",38.17,"table 7","% normal morphlology sperm","Morphology","Morphology",1,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,1.4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0538815906080325,0.0196116135138184,0.0139686059153916,0.0180333926933486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,104,205,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,463,NA,"",NA,NA,NA,NA,"Simulation",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective",4,"Groups04",-0.142637510361044,463,-0.143616835230132,-0.143616835230132,0.00217391304347826
