Row,Paper,Cohort,Title,Aim,Year,DOI,Country,Condition,Male_age,Data_from,Trait_description,Trait,Broad_trait,Dura_min,Dura_max,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,sd_11,sd_12,sd_13,sd_14,sd_15,sd_16,sd_17,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,se_11,se_12,se_13,se_14,se_15,se_16,se_17,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,Nsamples_1,Nsamples_2,Nsamples_3,Nsamples_4,N_unique_males,N_total,N_test,Test_stat,Value,SE_beta,CI_low_OR,CI_high_OR,Calculation,Multiplier,Sampling,Study_type,Comments
RH201,H56,H56B,Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples,Abstinence,2006,https://doi.org/10.1111/j.1439-0272.2006.00715.x,Israel,Infertile,31.9,table 1,% normal morphlology sperm,Morphology,Morphology,0,14,0,1,2,3,4,5,8,12.5,,,,,,,,,,7.3,7.3,7.3,6.9,6.5,5.8,6.8,6.6,,,,,,,,,,3.7,3.2,3.5,3.3,3.2,3.4,3.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,23,36,116,341,340,128,212,68,,,,,,,,,,,,,,759,1264,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH202,H56,H56A,Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples,Abstinence,2006,https://doi.org/10.1111/j.1439-0272.2006.00715.x,Israel,Infertile,30.3,table 1,% normal acrosomes,Morphology,Morphology,0,14,0,1,2,3,4,5,8,12.5,,,,,,,,,,7.7,8.7,8,7.8,7,6.8,7.5,8.5,,,,,,,,,,3.6,3.5,3.8,3.6,4.1,3.7,3.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,20,23,75,162,125,54,53,24,,,,,,,,,,,,,,237,536,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH203,H56,H56B,Relationship between sexual abstinence duration and the acrosome index in teratozoospermic semen: analysis of 1800 semen samples,Abstinence,2006,https://doi.org/10.1111/j.1439-0272.2006.00715.x,Israel,Infertile,31.9,table 1,% normal acrosomes,Morphology,Morphology,0,14,0,1,2,3,4,5,8,12.5,,,,,,,,,,8.9,9.8,10.2,9.6,9.3,8.5,9.6,9.2,,,,,,,,,,4.9,3.5,3.6,3.9,4,4,4.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,23,36,116,341,340,128,212,68,,,,,,,,,,,,,,759,1264,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH206,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% total motility,Motility,Sperm performance,1,4,1,2,3,4,,,,,,,,,,,,,,60.5,60.5,59.1,62.4,,,,,,,,,,,,,,4.1,2.3,1.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH207,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% progressive,Motility,Sperm performance,1,4,1,2,3,4,,,,,,,,,,,,,,52.6,50.7,49.1,53.8,,,,,,,,,,,,,,4.3,2.5,2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH208,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% normal morphlology sperm,Morphology,Morphology,1,4,1,2,3,4,,,,,,,,,,,,,,1.3,1.6,1.4,1.4,,,,,,,,,,,,,,0.3,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH209,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% DNA fragmented,DNA damage,Intra-cellular,1,4,1,2,3,4,,,,,,,,,,,,,,16.6,16.3,18.2,19.8,,,,,,,,,,,,,,2.7,1.6,1.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,-1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH210,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% fertilisation success,Fertilization rate,Fertilisation and post-fertilisation,1,4,1,2,3,4,,,,,,,,,,,,,,74.6,85.9,88.3,83.9,,,,,,,,,,,,,,6.6,3.7,2.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH211,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% high quality day 3 embryos,Embryo quality,Fertilisation and post-fertilisation,1,4,1,2,3,4,,,,,,,,,,,,,,40.2,47.6,51.6,47.2,,,,,,,,,,,,,,10.8,6,4.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH212,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% high quality day 3 blastocysts,Embryo quality,Fertilisation and post-fertilisation,1,4,1,2,3,4,,,,,,,,,,,,,,37.2,33.3,39.1,40,,,,,,,,,,,,,,13.4,6.6,5.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH213,H58,H58A,Revisiting the impact of ejaculatory abstinence on semen quality and intracytoplasmic sperm injection outcomes,Abstinence,2018,https://doi.org/10.1111/andr.12572,Brazil,Infertile,38.17,table 7,% miscarriage rate,Embryo quality,Fertilisation and post-fertilisation,1,4,1,2,3,4,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,104,205,123,,,,,,,,,,,,,,,,,,463,463,,,,,,,Simulation,-1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH22,H9,H9A,Basic Phenotyping of Male Fertility from 2019 to 2020 at the Human Sperm Bank of Fudan University,Other,2022,https://doi.org/10.1007/s43657-022-00047-0,China,Healthy,27.4,table 2,Progressive,Motility,Sperm performance,1,15,1,2,3,4,5,6,7,8,10,15,15,,,,,,,51.92,50.42,48.07,48.28,46.24,43.84,45.67,43.33,44.06,44.16,43.58,,,,,,,,,,,,,,,,,,,,,,,,1.721,0.696,0.293,0.27,0.326,0.584,0.392,0.875,1.329,1.602,1.686,,,,,,,36,273,1542,1941,1314,422,974,48,108,56,74,,,,,,,,,,,5214,6788,,,,,,,Simulation,1,Cross sectional,Retrospective,95% CI converted to SE using: Cochrane Handbook for Systematic Reviews of Interventions. Formula is = SE = (upper limit – lower limit) / 3.92.
RH224,H60,H60A,"Semen analysis in fertile patients undergoing vasectomy: reference values and variations according to age, length of sexual abstinence, seasonality, smoking habits and caffeine intake",Abstinence,2005,10.1590/s1516-31802005000400002,Brazil,Healthy,35.04,table 3,% progressive,Motility,Sperm performance,2,5,2,3,4,5,5,,,,,,,,,,,,,55.2,61.4,61.6,58.7,56.3,,,,,,,,,,,,,16.5,15.3,13.5,15.6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,199,101,99,54,,,,,,,,,,,,,,,,,500,500,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH225,H60,H60A,"Semen analysis in fertile patients undergoing vasectomy: reference values and variations according to age, length of sexual abstinence, seasonality, smoking habits and caffeine intake",Abstinence,2005,10.1590/s1516-31802005000400002,Brazil,Healthy,35.04,table 3,% normal morphlology sperm,Morphology,Morphology,2,5,2,3,4,5,5,,,,,,,,,,,,,16.4,17.7,18.4,18,17,,,,,,,,,,,,,12.2,9.3,9.2,8.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,199,101,99,54,,,,,,,,,,,,,,,,,500,500,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH248,H65,H65A,Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles,Abstinence,2021,10.4103/jhrs.jhrs_235_20,India,Infertile,35.6,table 2,% progressive,Motility,Sperm performance,1,8,1,3.5,6.5,8,,,,,,,,,,,,,,33.1,33.1,32.8,31.2,,,,,,,,,,,,,,15.3,12.7,14.6,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,1038,169,284,,,,,,,,,,,,,,,,,,1713,1713,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH249,H65,H65A,Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles,Abstinence,2021,10.4103/jhrs.jhrs_235_20,India,Infertile,35.6,table 2,% total motility,Motility,Sperm performance,1,8,1,3.5,6.5,8,,,,,,,,,,,,,,58.9,58.6,59.4,56,,,,,,,,,,,,,,22.6,21.7,22.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,1038,169,284,,,,,,,,,,,,,,,,,,1713,1713,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH250,H65,H65A,Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles,Abstinence,2021,10.4103/jhrs.jhrs_235_20,India,Infertile,35.6,table 2,%normal morphology,Morphology,Morphology,1,8,1,3.5,6.5,8,,,,,,,,,,,,,,3.4,3.5,3.3,3.6,,,,,,,,,,,,,,1.7,1.7,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,1038,169,284,,,,,,,,,,,,,,,,,,1713,1713,,,,,,,Simulation,1,Cross sectional,Retrospective,"even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective"
RH260,H68,H68A,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Healthy,,table 1,% total motility,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,64.62,63.2,62.28,60.65,,,,,,,,,,,,,,9.38,9.19,9.1,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547,3724,1109,843,,,,,,,,,,,,,,,,,,7223,7223,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH261,H68,H68A,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Healthy,,table 1,% progressive,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,47.32,46.28,45.26,44.02,,,,,,,,,,,,,,10.87,10.45,10.38,11.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547,3724,1109,843,,,,,,,,,,,,,,,,,,7223,7223,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH262,H68,H68A,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Healthy,,table 1,% viable,Viability,Viability,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,65.65,64.27,61.68,58.95,,,,,,,,,,,,,,11.3,11.22,11.82,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547,3724,1109,843,,,,,,,,,,,,,,,,,,7223,7223,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH263,H68,H68A,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Healthy,,table 1,% normal morphlology sperm,Morphology,Morphology,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,29.89,29.44,29.18,29.45,,,,,,,,,,,,,,11.83,10.9,11.26,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547,3724,1109,843,,,,,,,,,,,,,,,,,,7223,7223,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH264,H68,H68B,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% total motility,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,54.8,54.02,52.68,52.42,,,,,,,,,,,,,,9.03,8.72,8.59,9.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,868,188,102,,,,,,,,,,,,,,,,,,1592,1592,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH265,H68,H68B,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% progressive,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,35.45,34.48,33.92,32.84,,,,,,,,,,,,,,10.3,10.19,9.83,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,868,188,102,,,,,,,,,,,,,,,,,,1592,1592,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH266,H68,H68B,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% viable,Viability,Viability,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,55.75,54.81,50.81,52.3,,,,,,,,,,,,,,11.65,11.62,13.09,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,868,188,102,,,,,,,,,,,,,,,,,,1592,1592,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH267,H68,H68B,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% normal morphlology sperm,Morphology,Morphology,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,23.08,21.46,22.1,21.92,,,,,,,,,,,,,,11.05,9.87,10.53,10.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,868,188,102,,,,,,,,,,,,,,,,,,1592,1592,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH268,H68,H68C,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% total motility,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,27.95,28.22,27.14,28.6,,,,,,,,,,,,,,10.3,9.52,10.12,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,279,125,104,,,,,,,,,,,,,,,,,,605,605,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH269,H68,H68C,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% progressive,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,15.19,14.68,14.67,15.72,,,,,,,,,,,,,,7.22,7.1,7.08,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,279,125,104,,,,,,,,,,,,,,,,,,605,605,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH270,H68,H68C,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% viable,Viability,Viability,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,38.05,40.33,34.85,33.47,,,,,,,,,,,,,,15.42,16.2,14.95,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,279,125,104,,,,,,,,,,,,,,,,,,605,605,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH271,H68,H68C,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% normal morphlology sperm,Morphology,Morphology,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,21.69,21.44,20.72,21.26,,,,,,,,,,,,,,11.69,10.92,9.09,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,279,125,104,,,,,,,,,,,,,,,,,,605,605,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH272,H68,H68D,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% total motility,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,24.59,23.95,23.24,21.35,,,,,,,,,,,,,,10.05,10.59,10.86,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,669,211,146,,,,,,,,,,,,,,,,,,1254,1254,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH273,H68,H68D,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% progressive,Motility,Sperm performance,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,12.04,12,11.83,11.06,,,,,,,,,,,,,,6.77,7.1,6.99,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,669,211,146,,,,,,,,,,,,,,,,,,1254,1254,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH274,H68,H68D,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% viable,Viability,Viability,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,34.81,34.87,33.09,29.75,,,,,,,,,,,,,,14.28,13.94,14.36,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,669,211,146,,,,,,,,,,,,,,,,,,1254,1254,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH275,H68,H68D,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,table 2,% normal morphlology sperm,Morphology,Morphology,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,17.68,16.83,16.22,18.32,,,,,,,,,,,,,,10.66,9.26,8.35,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,669,211,146,,,,,,,,,,,,,,,,,,1254,1254,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH276,H68,H68A,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Healthy,,supplementary table 1,tunel index- dna frag %,DNA damage,Intra-cellular,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,16,16.1,17.5,18,,,,,,,,,,,,,,6.76,7.02,7.26,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,302,99,85,,,,,,,,,,,,,,,,,,605,605,,,,,,,Simulation,-1,Cross sectional,Retrospective,
RH277,H68,H68D,Sperm characteristics in normal and abnormal ejaculates are differently influenced by the length of ejaculatory abstinence,Abstinence,2022,https://doi.org/10.1111/andr.13222,India,Infertile,,supplementary table 1,tunel index- dna frag %,DNA damage,Intra-cellular,0,15,1,4,6.5,11.5,,,,,,,,,,,,,,15.2,19.9,20.5,20.9,,,,,,,,,,,,,,5.02,6.88,7.26,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,121,47,30,,,,,,,,,,,,,,,,,,239,239,,,,,,,Simulation,-1,Cross sectional,Retrospective,
RH290,H71,H71A,SPERM PARAMETERS OF THE INFERTILE PATIENTS IN RELATION TO SOCIO DEMOGRAPHIC FACTORS,Other,2022,https://www.eurchembull.com/uploads/paper/cebb4a6ae5dd5f2311289c6c6a7b21ff.pdf,Iraq,Infertile,,table 5,% progressive,Motility,Sperm performance,2,7,2.5,4.5,6.5,,,,,,,,,,,,,,,36.27,40.13,48.31,,,,,,,,,,,,,,,10.21,12.83,16.22,,,,,,,,,,,,,,,20,22,18,,,,,,,,,,,,,,,20,22,18,,,,,,,,,,,,,,,,,,,60,60,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH291,H71,H71A,SPERM PARAMETERS OF THE INFERTILE PATIENTS IN RELATION TO SOCIO DEMOGRAPHIC FACTORS,Other,2022,https://www.eurchembull.com/uploads/paper/cebb4a6ae5dd5f2311289c6c6a7b21ff.pdf,Iraq,Infertile,,table 5,% normal morphlology sperm,Morphology,Morphology,2,7,2.5,4.5,6.5,,,,,,,,,,,,,,,28.91,29.34,29.13,,,,,,,,,,,,,,,8.38,9.31,10.21,,,,,,,,,,,,,,,20,22,18,,,,,,,,,,,,,,,20,22,18,,,,,,,,,,,,,,,,,,,60,60,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH294,H73,H73A,The applicability of the flow cytometric sperm chromatin structure assay in epidemiological studies,Other,1998,10.1093/humrep/13.9.2495,Denmark,Healthy,36.5,table 3,sperm chromatin structure damage- based on flouresnce intensity,DNA damage,Intra-cellular,0,7,1,3,5,6.5,,,,,,,,,,,,,,218.9,222.7,233.2,230.3,,,,,,,,,,,,,,71.6,76.5,84.6,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,129,39,31,,,,,,,,,,,,,,,,,,227,277,,,,,,,Simulation,-1,Cross sectional,Retrospective,"x represents mean od the group, SD represents SD of the group i.e. between sample/male variation. +- signs show within sample between sperm variation, thus these arent used for SD. Sample size of males = % of males multiplied by 277 (total sample size) /100"
RH298,H75,H75A,The effect of age and abstinence time on semen quality a retrospective study,Abstinence,2022,10.4103/aja202165,China,Healthy,32.3,table 2,% progressive,Motility,Sperm performance,2,7,2,3,4,5,6,7,,,,,,,,,,,,37.7,38.6,39.5,37.9,37.9,34.7,,,,,,,,,,,,16.9,16.3,16.5,17,16.2,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,810,836,689,256,204,,,,,,,,,,,,,,,,2952,2952,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH299,H75,H75A,The effect of age and abstinence time on semen quality a retrospective study,Abstinence,2022,10.4103/aja202165,China,Healthy,32.3,table 2,% normal morphlology sperm,Morphology,Morphology,2,7,2,3,4,5,6,7,,,,,,,,,,,,7.6,7.6,7.6,7.5,7.7,7.1,,,,,,,,,,,,4.1,5.1,3.8,4,4.1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,810,836,689,256,204,,,,,,,,,,,,,,,,2952,2952,,,,,,,Simulation,1,Cross sectional,Retrospective,
RH3,H1,H1A,"Influence of the abstinence period on human sperm quality: analysis of 2,458 semen samples",Abstinence,2017,10.5935/1518-0557.20170052,Brazil,Infertile,37.7,table 1,% normal morphlology sperm,Morphology,Morphology,0,5,1,3.5,5,,,,,,,,,,,,,,,0.7,0.9,1,,,,,,,,,,,,,,,1,1.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,1932,282,,,,,,,,,,,,,,,,,,,2458,2458,,,,,,,Simulation,1,Cross sectional,Prospective,
RH300,H75,H75A,The effect of age and abstinence time on semen quality a retrospective study,Abstinence,2022,10.4103/aja202165,China,Healthy,32.3,table 2,% DNA fragmented,DNA damage,Intra-cellular,2,7,2,3,4,5,6,7,,,,,,,,,,,,12.9,13.3,13.6,14.7,15.1,16.1,,,,,,,,,,,,7.9,7.7,7.8,8.2,8.3,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,810,836,689,256,204,,,,,,,,,,,,,,,,2952,2952,,,,,,,Simulation,-1,Cross sectional,Retrospective,
RH312,H80,H80A,The Variability of Semen Parameters With Sexual Abstinence Using Mail-in Sperm Testing Is Similar to That Seen With Traditional In-Office Semen Analysis,Abstinence,2023,https://doi.org/10.1177/15579883231197910,USA,Healthy,34.9,table2,% total motility,Motility,Sperm performance,1,10,1.5,4,7,9.5,,,,,,,,,,,,,,42.9,40.6,33.2,28.6,,,,,,,,,,,,,,23.6,22.8,24,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,1743,233,28,,,,,,,,,,,,,,,,,,2255,2255,,,,,,,Simulation,1,Cross sectional,Retrospective,
